Year,S.No,STATE,DISTRICT,AER_C,AER_C_NC,AER_PQ,AER_Tot,GWE_DOM_C,GWE_DOM_C_NC,GWE_DOM_PQ,GWE_DOM_Tot,GWE_IND_C,GWE_IND_C_NC,GWE_IND_PQ,GWE_IND_Tot,GWE_IRR_C,GWE_IRR_C_NC,GWE_IRR_PQ,GWE_IRR_Tot,EGWE
2024-25,487,TELANGANA,Jogulamba Gadwal,36755.43,7583.11,0,44338.54,278.812515,109.67559,,388.488105,118.7678,24.701,,143.4688,8137.841,4631.984,,12769.825,13301.78191
2024-25,488,TELANGANA,Kamareddy,11642.85,53552.36,0,65195.21,217.46376,805.71264,,1023.1764,75.34,561.588,,636.928,4097.865,27296.221,,31394.086,33054.1904
2024-25,489,TELANGANA,Karimnagar,74485.37,10165.75,0,84651.12,1977.78,1131.9,,3109.68,970.5096,613.5912,,1584.1008,17458.7994,6049.5486,,23508.348,28202.1288
2024-25,490,TELANGANA,Khammam,76813.25,30133.36,0,106946.61,2001.39744,1987.12896,,3988.5264,915.74,449.26,,1365,20442.45,19889.64,,40332.09,45685.6164
2024-25,491,TELANGANA,Komarambheem Asifabad,22745.74,34045.6,0,56791.34,99.74389,276.5251,,376.26899,168.8785,273.521,,442.3995,2979.16,8097.6456,,11076.8056,11895.47409
2024-25,492,TELANGANA,Mahabubabad,50548.29,13701.79,0,64250.08,1060.6531,324.7559,,1385.409,1500.184764,72.09335985,,1572.278124,25807.22372,7498.684246,,33305.90797,36263.59509
2024-25,493,TELANGANA,Mahabubnagar,0,33058.38,0,33058.38,,558.1082825,,558.1082825,,780.06,,780.06,,23841.395,,23841.395,25179.56328
2024-25,494,TELANGANA,Mancherial,20911.6,67346.71,0,88258.31,71.04141,416.668235,,487.709645,189.9825,1932.1645,,2122.147,6443.77,27859.02,,34302.79,36912.64665
2024-25,495,TELANGANA,Medak,5413.48,44083.77,0,49497.25,287.856,1082.61,,1370.466,0.864,1331.072,,1331.936,1964.03,29759.67,,31723.7,34426.102
2024-25,496,TELANGANA,Medchal Malkajgiri,0,9736.91,0,9736.91,,1337.018304,,1337.018304,,1715.39,,1715.39,,4125.5025,,4125.5025,7177.910804
2024-25,497,TELANGANA,Mulug,17818.06,36832.08,0,54650.14,151.5096,396.58824,,548.09784,47.52,56.665,,104.185,4191.76582,8960.45187,,13152.21769,13804.50053
2024-25,498,TELANGANA,Nagarkurnool,51708.56,35767.9,0,87476.46,706.8232866,861.839655,,1568.662942,284.076,131.328,,415.404,15275,17799.554,,33074.554,35058.62094
2024-25,499,TELANGANA,Nalgonda,91631.63,36615.81,0,128247.44,3914.63,1364.94,,5279.57,1514.52,2868.41,,4382.93,30396.82,23094.61,,53491.43,63153.93
2024-25,500,TELANGANA,Narayanpet,16627.56,13907.93,0,30535.49,5.16,220.08,,225.24,138.7,328.89,,467.59,3649.536,7413.364,,11062.9,11755.73
2024-25,501,TELANGANA,Nirmal,22195.05,45965.75,0,68160.8,242.89368,911.90214,,1154.79582,58.875,582.805,,641.68,5290.56,18481.9,,23772.46,25568.93582
2024-25,502,TELANGANA,Nizamabad,65316.37,27398.25,0,92714.62,994.6,675.76,,1670.36,296.8,108.94,,405.74,30532.76,19485.32,,50018.08,52094.18
2024-25,503,TELANGANA,Peddapalle,37706.55,9526.8,0,47233.35,866.09588,386.71084,,1252.80672,684,979.2,,1663.2,14009.81,5264.42,,19274.23,22190.23672
2024-25,504,TELANGANA,Rajanna Siricilla,0,41408.46,0,41408.46,,117.900545,,117.900545,,1094.445,,1094.445,,27563.87965,,27563.87965,28776.2252
2024-25,505,TELANGANA,Rangareddy,0,50532.72,0,50532.72,,4195.23039,,4195.23039,,1167.2135,,1167.2135,,29035.99299,,29035.99299,34398.43688
2024-25,506,TELANGANA,Sangareddy,3164.63,32373.34,0,35537.97,6.519568,1826.391416,,1832.910984,0,1499.46,,1499.46,152.6,13875.45,,14028.05,17360.42098
2024-25,507,TELANGANA,Siddipet,0,49695.51,0,49695.51,,1187.434992,,1187.434992,,1015.405,,1015.405,,31965.4001,,31965.4001,34168.24009
2024-25,508,TELANGANA,Suryapet,77987.1,25284.19,0,103271.29,1329.4935,1064.826,,2394.3195,1002.93,191.4,,1194.33,13322.267,14063.282,,27385.549,30974.1985
2024-25,509,TELANGANA,Vikarabad,0,32751,0,32751,,590.66,,590.66,,156.6,,156.6,,19118.3525,,19118.3525,19865.6125
2024-25,510,TELANGANA,Wanaparthy,24845.48,39303.82,0,64149.3,139.4618971,360.41523,,499.8771271,174.8375,333.35,,508.1875,5152.05,22197.37,,27349.42,28357.48463
2024-25,511,TELANGANA,Warangal,47595.1,3007.4,0,50602.5,780.2541301,127.2147942,,907.4689243,1015.6752,271.32408,,1286.99928,24927.14729,2277.828038,,27204.97533,29399.44353
2024-25,512,TELANGANA,Yadadri Bhuvanagiri,22153.65,46983.77,0,69137.42,26.604,2676.184,,2702.788,690.68,3768.042,,4458.722,8469.77,32496.985,,40966.755,48128.265
2024-25,513,TRIPURA,DHALAI,0,18379.79,0,18379.79,,972.39285,,972.39285,,0.147,,0.147,,378.43,,378.43,1350.96985
2024-25,514,TRIPURA,GOMATI,0,22197.08,0,22197.08,,915.460515,,915.460515,,0.6,,0.6,,387.33,,387.33,1303.390515
2024-25,515,TRIPURA,KHOWAI,0,11160.92,0,11160.92,,667.796481,,667.796481,,24.31,,24.31,,133.17,,133.17,825.276481
2024-25,516,TRIPURA,NORTH TRIPURA,0,9047.45,0,9047.45,,1020.000384,,1020.000384,,11.26885,,11.26885,,72.25,,72.25,1103.519234
2024-25,517,TRIPURA,SEPAHIJALA,0,17980.61,0,17980.61,,1037.853702,,1037.853702,,4.2413275,,4.2413275,,578.57,,578.57,1620.66503
2024-25,518,TRIPURA,SOUTH TRIPURA,0,22036.47,0,22036.47,,967.83984,,967.83984,,5.5396,,5.5396,,1318.6,,1318.6,2291.97944
2024-25,519,TRIPURA,UNAKOTI,0,8224.49,0,8224.49,,680.091579,,680.091579,,7.878739995,,7.878739995,,166.25,,166.25,854.220319
2024-25,520,TRIPURA,WEST TRIPURA,0,15144.27,0,15144.27,,2266.427277,,2266.427277,,212.816,,212.816,,668.34,,668.34,3147.583277
2024-25,521,UTTARAKHAND,DEHRADUN,51009.32,0,0,51009.32,8006.939814,,,8006.939814,712.0701869,,,712.0701869,11711.99,,,11711.99,20431
2024-25,522,UTTARAKHAND,HARIDWAR,43422.85,0,0,43422.85,2549.595315,,,2549.595315,3592.128448,,,3592.128448,22359.84,,,22359.84,28501.56376
2024-25,523,UTTARAKHAND,NAINITAL,26011.24,0,0,26011.24,4004.010442,,,4004.010442,2041.08,,,2041.08,8060.14,,,8060.14,14105.23044
2024-25,524,UTTARAKHAND,UDHAMSINGH NAGAR,74756.36,0,0,74756.36,3227.2071,,,3227.2071,6612.585,,,6612.585,32366.87,,,32366.87,42206.6621
2024-25,525,WEST BENGAL,ALIPURDUAR,0,116176.02,0,116176.02,,3451.185522,,3451.185522,,163.886,,163.886,,9366.1,,9366.1,12981.17152
2024-25,526,WEST BENGAL,BANKURA,61139.02,85897.69,0,147036.71,2542.852362,6256.53435,,8799.386712,32.34,371.07,,403.41,14647.1,35587.4,,50234.5,59437.29671
2024-25,527,WEST BENGAL,BIRBHUM,94694.84,8399.08,0,103093.92,7072.949706,1560.495888,,8633.445594,95.9123601,1228.9496,,1324.86196,24022.2,479.3,,24501.5,34459.80755
2024-25,528,WEST BENGAL,DAKSHIN DINAJPUR,0,102169.85,0,102169.85,,3962.139678,,3962.139678,,184.38,,184.38,,58067.8,,58067.8,62214.31968
2024-25,529,WEST BENGAL,DARJILING,1944.27,36182.54,0,38126.81,19.547064,538.7298165,,558.2768805,0,632.49,,632.49,0,2132.7,,2132.7,3323.466881
2024-25,530,WEST BENGAL,HAORA,4834.29,16355.93,0,21190.22,57.94521,2643.898962,0,2701.844172,0,381.4887968,0,381.4887968,0,1248,0,1248,4331.332969
2024-25,531,WEST BENGAL,HUGLI,69071.67,47334.81,0,116406.48,4738.915596,5850.410567,,10589.32616,557.9534727,1429.94189,,1987.895362,24475.9,25700.2,,50176.1,62753.32152
2024-25,532,WEST BENGAL,JALPAIGURI,9296.47,160244.04,0,169540.51,166.09617,6369.099474,,6535.195644,0,1108.29,,1108.29,0,12700.5,,12700.5,20343.98564
2024-25,533,WEST BENGAL,JHARGRAM,53135.13,41019.27,0,94154.4,1470.158388,1381.107732,,2851.26612,322.65,3.06,,325.71,9565.9,10863.7,,20429.6,23606.57612
2024-25,534,WEST BENGAL,KALIMPONG,0,3604.32,0,3604.32,,62.506323,,62.506323,,2.46,,2.46,,0,,0,64.966323
2024-25,535,WEST BENGAL,KOCH BIHAR,0,186481.62,0,186481.62,,7044.199824,,7044.199824,,101.64,,101.64,,79018.8,,79018.8,86164.63982
2024-25,536,WEST BENGAL,KOLKATTA,0,0,0,0,,,0,0,,,0,0,,,0,0,0
2024-25,537,WEST BENGAL,MALDA,0,106801.68,0,106801.68,,8030.71905,,8030.71905,,331.26,,331.26,,27805.5,,27805.5,36167.47905
2024-25,538,WEST BENGAL,MURSHIDABAD,61829.12,119139.97,0,180969.09,3544.953,10797.67411,,14342.62711,117.4815,286.6706892,,404.1521892,26503.2,64401.6,,90904.8,105651.5793
2024-25,539,WEST BENGAL,NADIA,0,176494.48,0,176494.48,,8760.77088,,8760.77088,,477.111,,477.111,,135236,,135236,144473.8819
2024-25,540,WEST BENGAL,NORTH 24 PARGANAS,0,138984.52,0,138984.52,,11939.54438,0,11939.54438,,2197.176882,0,2197.176882,,83556.2,0,83556.2,97692.92126
2024-25,541,WEST BENGAL,PASCHIM BARDDHAMAN,1038.78,20917.21,0,21955.99,35.90943,4964.897316,,5000.806746,0,2861.38,,2861.38,0,2602.84,,2602.84,10465.02675
2024-25,542,WEST BENGAL,PASCHIM MEDINIPUR,46307.47,172025.19,0,218332.66,2268.582894,9725.196072,,11993.77897,856.2,403.53,,1259.73,12330.3,90856.1,,103186.4,116439.909
2024-25,543,WEST BENGAL,PURBA BARDDHAMAN,151021.22,32590.98,0,183612.2,8502.466512,2975.028276,,11477.49479,608.2692273,239.1146667,,847.3838939,63497,20443.2,,83940.2,96265.07868
2024-25,544,WEST BENGAL,PURBA MEDINIPUR,0,60362.23,0,60362.23,,4896.90351,0,4896.90351,,20.718,0,20.718,,17103.2,0,17103.2,22020.82151
2024-25,545,WEST BENGAL,PURULIYA,0,53142.82,0,53142.82,,7316.823288,,7316.823288,,139.38,,139.38,,2001.2,,2001.2,9457.403288
2024-25,546,WEST BENGAL,SOUTH 24 PARGANAS,0,0,0,0,,,0,0,,,0,0,,,0,0,0
2024-25,547,WEST BENGAL,UTTAR DINAJPUR,5117.25,105903.83,0,111021.08,469.36956,7807.545348,,8276.914908,0,307.59,,307.59,0,43425.1,,43425.1,52009.60491
